recorder_uuid,age_range,country,province,city,postal_code,gender,occupation,mother_language,birth_country,birth_province,birth_city,grow_up_country,grow_up_province,grow_up_city,years_at_current_location,has_disability,has_speech_impediment,education
89922fe8-fe41-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Bothaville,9660,female,Student,sot,ZA,freestate,Bothaville,ZA,freestate,Bothaville,4,False,False,2
6909e06c-d71a-11ef-8133-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9866,female,Unemployed,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,25,False,False,2
a77eb16e-00a9-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9866,female,Unemployed,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,28,False,False,2
658700ec-ff23-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Phuthaditjhaba,9870,female,Unemployed,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,5,False,False,2
005b90ec-ffd0-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Bloemfontein,9301,male,Student,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,3,False,False,5
33cf913c-02f8-11f0-8300-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9867,male,Student,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,20,False,False,2
2a8914e8-00a9-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9866,female,Studying,sot,ZA,freestate,Senekal,ZA,freestate,Senekal,3,False,False,2
7d457076-d7c0-11ef-b5fc-0242ac120002,18-29,ZA,Free State,Botshabelo,9781,female,Self Employed,sot,ZA,freestate,Botshabelo,ZA,freestate,Botshabelo,30,False,False,5
28be450d-00a8-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9866,female,Unemployment,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,24,False,False,2
80e00bf3-f27a-11ef-bb32-0242ac120002,18-29,ZA,Free State,Phuthaditjhaba,9866,female,Freelancer,sot,ZA,eastern_cape,Matatiele,ZA,eastern_cape,Matatiele,8,False,False,2
4f2d1c94-00cf-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9870,female,Unemployed,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,26,False,False,4
5a745149-ff08-11ef-a4e6-0242ac120005,18-29,ZA,Gauteng,Johannesburg,1818,female,Unemployed,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,27,False,False,2
ff483e73-0888-11f0-ae3c-0242ac120003,18-29,ZA,Gauteng,Johannesburg,2000,female,Unemployed,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,23,False,False,3
fab1d24c-0887-11f0-ae3c-0242ac120003,30-39,ZA,Gauteng,Johannesburg,1830,female,Social worker,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,30,False,False,6
d1b8df3a-ffd0-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Phuthaditjhaba,9869,female,Student,sot,ZA,freestate,QwaQwa,ZA,freestate,QwaQwa,23,False,False,2
6f3fbd0a-061a-11f0-8778-0242ac120002,18-29,ZA,Gauteng,Fochville,2515,female,Unemployed,sot,ZA,north_west,Potchefstroom,ZA,gauteng,Fochville,14,False,False,2
9c03d2da-e7a8-11ef-9e0f-0242ac120002,30-39,ZA,Gauteng,Johannesburg,1800,female,unemployed,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,33,False,False,2
9a1b312d-03d0-11f0-8300-0242ac120004,18-29,ZA,Free State,Welkom,9463,male,Student,sot,ZA,freestate,Welkom,ZA,freestate,Welkom,5,False,False,2
65bca715-eec7-11ef-9a96-0242ac120002,18-29,ZA,Free State,Botshabelo,9781,female,Full-time student,sot,ZA,freestate,Botshabelo,ZA,freestate,Botshabelo,24,False,False,2
a8f51a1b-e216-11ef-931f-0242ac120004,18-29,ZA,Western Cape,Cape Town,7935,female,Student,sot,ZA,freestate,Parys,ZA,freestate,Parys,1,False,False,6
ca1ba5cd-fe41-11ef-a4e6-0242ac120005,30-39,ZA,Free State,Bethlehem,9701,female,Student,sot,ZA,freestate,Bethlehem,ZA,freestate,Bethlehem,25,False,False,2
3356311c-032a-11f0-8300-0242ac120004,30-39,ZA,Limpopo,Polokwane,700,male,Plumbing Apprenticeship Student,sot,ZA,eastern_cape,Matatiele,ZA,eastern_cape,Matatiele,2,False,False,2
91adb745-088a-11f0-ae3c-0242ac120003,18-29,ZA,Gauteng,Vereeniging,1884,female,Unemployed,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,7,False,False,2
4d26c5e1-049b-11f0-8300-0242ac120004,18-29,ZA,Gauteng,Johannesburg,1818,female,Unemployed,eng,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,19,False,False,2
458ce960-ff23-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Petrus Steyn,9640,female,Student,sot,ZA,freestate,Reitz,ZA,freestate,Petrus Steyn,3,False,False,2
e02c89fb-02f8-11f0-8300-0242ac120004,18-29,ZA,Gauteng,Johannesburg,1401,female,Unemployed,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,6,False,False,2
34b0a039-009c-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9640,female,Student,sot,ZA,kwazulu_natal,Durban,ZA,freestate,Petrus Steyn,3,False,False,2
c1702a7a-00a7-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9870,female,Unemployed,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,27,False,False,2
2a45fdfb-ff23-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Clocolan,9735,female,Student,sot,ZA,freestate,Clocolan,ZA,freestate,Clocolan,4,False,False,2
aad20c6a-fa51-11ef-a9a6-0242ac120003,18-29,ZA,Free State,Qwaqwa,9870,female,Student,sot,ZA,freestate,Qwaqwa,ZA,freestate,Qwaqwa,20,False,False,2
68feca5f-0593-11f0-8778-0242ac120002,18-29,ZA,Free State,Zastron,9950,female,Unemployed,sot,ZA,freestate,Zastron,ZA,freestate,Zastron,26,False,False,5
17ab7310-061b-11f0-8778-0242ac120002,18-29,ZA,Gauteng,Midrand,1431,female,Unemployed,sot,ZA,gauteng,Katlehong,ZA,gauteng,Katlehong,7,False,False,2
7911c498-03cf-11f0-8300-0242ac120004,18-29,ZA,Eastern Cape,Mthatha,5701,female,Unemployed,sot,ZA,freestate,Bloemfontein,ZA,freestate,Bloemfontein,1,False,False,2
2c8accb2-0bb0-11f0-9047-0242ac120004,30-39,ZA,Free State,Phuthaditjhaba,9866,female,Student,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,30,False,False,9
5a7da6c6-e200-11ef-883e-0242ac120003,18-29,ZA,Free State,Welkom,9463,female,Unemployed,sot,ZA,freestate,Welkom,ZA,freestate,Welkom,27,False,False,9
8709f8c1-00a5-11f0-9dd7-0242ac120004,30-39,ZA,Free State,Phuthaditjhaba,9870,female,Unemployed,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,31,False,False,9
e7aa8494-ff22-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Phuthaditjhaba,9866,female,Student.,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,18,False,False,2
dac4f626-f27a-11ef-bb32-0242ac120002,30-39,ZA,Gauteng,Johannesburg,1928,female,Cleaner,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,30,False,False,2
a352c83e-d6fd-11ef-8133-0242ac120004,18-29,ZA,Gauteng,Johannesburg,1830,male,Student/Tutor,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,3,False,False,2
294d9996-00a7-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Bloemfontein,9870,female,Unemployed,sot,ZA,freestate,Bloemfontein,ZA,freestate,Bloemfontein,25,False,False,2
a77da2ec-f59b-11ef-ac4e-0242ac120005,18-29,ZA,Gauteng,Vereeniging,1984,female,,sot,ZA,gauteng,Sebokeng,ZA,gauteng,Evaton,25,False,False,2
989a5be1-03cf-11f0-8300-0242ac120004,18-29,ZA,Free State,Bloemfontein,9323,female,Student,sot,ZA,freestate,Bloemfontein,ZA,freestate,Bloemfontein,18,False,False,2
eed63ad5-f4d6-11ef-ac4e-0242ac120005,18-29,ZA,Free State,Welkom,9463,male,Unemployed,sot,ZA,freestate,Welkom,ZA,freestate,Welkom,2025,False,False,2
dd5c2efe-f9cd-11ef-a9a6-0242ac120003,18-29,ZA,Free State,Welkom,9430,female,Student,sot,ZA,freestate,Virginia,ZA,freestate,Virginia,23,False,False,4
611e2630-fe78-11ef-a4e6-0242ac120005,18-29,ZA,Free State,Phuthaditjhaba,9866,male,Student,sot,ZA,north_west,Rustenburg,ZA,north_west,Phuthaditjhaba,20,False,False,9
1adf1710-0ae3-11f0-b40b-0242ac120004,18-29,ZA,Gauteng,Johannesburg,1818,male,Unemployed,sot,ZA,gauteng,Soweto,ZA,gauteng,Soweto,20,False,False,2
85f76168-009b-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Phuthaditjhaba,9866,female,Student,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,29,False,False,9
878e0967-049c-11f0-8300-0242ac120004,18-29,ZA,Gauteng,JOHANNESBURG,2092,female,Tag Talk Application,sot,ZA,eastern_cape,Matatiele,ZA,eastern_cape,Matatiele,7,False,False,2
e289922b-009b-11f0-9dd7-0242ac120004,18-29,ZA,Free State,Welkom,9463,female,Student,sot,ZA,freestate,Welkom,ZA,freestate,Welkom,23,False,False,2
36056999-00a2-11f0-9dd7-0242ac120004,18-29,ZA,Gauteng,Sebokeng,1983,female,Unemployed,sot,ZA,gauteng,Sebokeng,ZA,gauteng,Sebokeng,3,False,False,2
dd085685-063d-11f0-9be4-0242ac120003,18-29,ZA,Free State,Bethlehem,9702,female,Assistant Teacher,sot,ZA,freestate,Bethlehem,ZA,freestate,Bethlehem,5,False,False,3
6d880b96-15d4-11f0-bb20-0242ac120003,18-29,ZA,North West,Klerksdorp,2574,male,Admin assistant,sot,ZA,north_west,Klerksdorp,ZA,north_west,Klerksdorp,27,False,False,2
95eab53a-e54c-11ef-b500-0242ac120002,18-29,ZA,Free State,Bloemfontein,9660,female,Unemployed,sot,ZA,freestate,Bloemfontein,ZA,freestate,Bloemfontein,3,False,False,5
4c5d3b1b-1062-11f0-985a-0242ac120004,18-29,ZA,Gauteng,Johannesburg,1841,female,Freelancer,sot,ZA,freestate,Phuthaditjhaba,ZA,gauteng,Johannesburg,25,False,False,3
4555714f-1390-11f0-b3c5-0242ac120004,18-29,ZA,Free State,Bloemfontein,9323,female,Student,sot,ZA,freestate,Bloemfontein,ZA,freestate,Bloemfontein,27,False,False,2
1200bc5d-0553-11f0-8300-0242ac120004,40-49,ZA,Free State,Parys,9585,female,Baker,sot,ZA,gauteng,Soweto,ZA,north_west,Potchefstroom,9,False,False,9
6ee45804-15ec-11f0-bb20-0242ac120003,40-49,ZA,Gauteng,Johannesburg,1827,male,Self Employed,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,8,False,False,2
6ca6b4c6-13ae-11f0-b3c5-0242ac120004,30-39,ZA,Gauteng,Pretoria,25,female,Prepper,sot,ZA,freestate,Qwaqwa,ZA,freestate,Qwaqwa,18,False,False,5
0ff783c5-138f-11f0-b3c5-0242ac120004,30-39,ZA,Gauteng,Johannesburg,1841,female,Unemployed,sot,ZA,freestate,Ficksburg,ZA,gauteng,Johannesburg,10,False,False,2
6bc4a993-1b62-11f0-b335-0242ac120002,40-49,ZA,Gauteng,Johannesburg,2194,female,Freelance Recruitment Coordinator,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,5,False,False,2
c121c3be-203f-11f0-8813-0242ac120003,18-29,ZA,Gauteng,Vosloorus,1451,male,Unemployed,sot,ZA,freestate,Phuthaditjhaba,ZA,freestate,Phuthaditjhaba,8,False,False,2
7235abcc-0401-11f0-8300-0242ac120004,18-29,ZA,Free State,Wesselsbron,9680,female,Student,sot,ZA,freestate,Odendaarlsrus,ZA,freestate,Wesselsbron,4,False,False,2
c5e6f626-1ab3-11f0-ab2d-0242ac120005,40-49,ZA,Gauteng,Johannesburg,1818,female,teacher,sot,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,11,False,False,5
9223bbc5-e38c-11ef-baa7-0242ac120004,30-39,ZA,Eastern Cape,Lusikisiki,4820,female,Unemployed,xho,ZA,eastern_cape,Lusikisiki,ZA,eastern_cape,Lusikisiki,29,False,False,2
6476999b-e2dc-11ef-931f-0242ac120004,30-39,ZA,Gauteng,Boksburg,1549,female,Teacher,xho,ZA,eastern_cape,Mount Frere,ZA,eastern_cape,Eastern Cape,10,False,False,4
1c8f0255-e2dc-11ef-931f-0242ac120004,18-29,ZA,Eastern Cape,East London,5247,female,Unemployed,xho,ZA,eastern_cape,East London,ZA,eastern_cape,East London,20,False,False,2
5a5ba133-e233-11ef-931f-0242ac120004,40-49,ZA,Western Cape,Cape Town,7450,male,Radio Dj,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,2,False,False,9
bae2aa53-e238-11ef-931f-0242ac120004,30-39,ZA,Western Cape,Cape Town,7750,female,Unemployed,xho,ZA,eastern_cape,Queenstown,ZA,eastern_cape,Cape Town,24,False,False,2
9b68c297-e22b-11ef-931f-0242ac120004,18-29,ZA,Eastern Cape,Lusikisiki,4820,female,Unemployed,xho,ZA,eastern_cape,Lusikisiki,ZA,eastern_cape,Lusikisiki,28,False,False,5
998c6d9a-e238-11ef-931f-0242ac120004,18-29,ZA,Gauteng,Soweto,1863,female,Student,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,2,False,False,9
aba39071-e551-11ef-b500-0242ac120002,30-39,ZA,Eastern Cape,Gqeberha,6211,female,Fault Resolutions Agent,xho,ZA,eastern_cape,Gqeberha,ZA,eastern_cape,Gqeberha,2,False,False,3
7809de64-e854-11ef-9e0f-0242ac120002,30-39,ZA,Western Cape,Cape Town,7560,female,Counsellor,xho,ZW,,Botswana,ZA,western_cape,Cape Town,33,False,False,5
dd6e883a-e390-11ef-baa7-0242ac120004,30-39,ZA,Eastern Cape,East London,5201,female,Self employed,xho,ZA,eastern_cape,Grahamstown / Makhanda,ZA,eastern_cape,Grahamstown / Makhanda,1,False,False,6
382432d0-e7b5-11ef-9e0f-0242ac120002,18-29,ZA,Eastern Cape,Mthatha,5160,female,Student,xho,ZA,eastern_cape,Libode,ZA,eastern_cape,Libode,4,False,False,2
c9bb4b68-e77b-11ef-9e0f-0242ac120002,40-49,ZA,Eastern Cape,Mount Ayliff,4735,male,Freelancer,xho,ZA,eastern_cape,Mount Ayliff,ZA,eastern_cape,Mount Ayliff,46,False,False,4
90806bd2-e4a1-11ef-b971-0242ac120002,18-29,ZA,Western Cape,Cape Town,7380,female,Student,xho,ZA,eastern_cape,Butterworth,ZA,eastern_cape,Butterworth,9,False,False,2
d176a34a-e90c-11ef-a55d-0242ac120005,30-39,ZA,Eastern Cape,Mthatha,5099,male,Admin clerk,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,36,False,False,4
7c979ad7-e7b7-11ef-9e0f-0242ac120002,18-29,ZA,Eastern Cape,Ngqeleni,5099,male,Admin assistant,xho,ZA,eastern_cape,Ngqeleni,ZA,eastern_cape,Mthatha,2,False,False,5
0406505a-e4a3-11ef-b971-0242ac120002,40-49,ZA,Western Cape,Vredenburg,7380,female,House worker,xho,ZA,eastern_cape,Butterworth,ZA,eastern_cape,Butterworth,7,False,False,2
1f1f2f58-eea9-11ef-9a96-0242ac120002,30-39,ZA,Eastern Cape,East London,5247,female,Unemployed,xho,ZA,eastern_cape,Mdantsane,ZA,eastern_cape,East London,20,False,False,2
53a62c71-f288-11ef-bb32-0242ac120002,18-29,ZA,Eastern Cape,Mthatha,5105,female,Unemployed,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,25,False,False,3
024db879-e38c-11ef-baa7-0242ac120004,40-49,ZA,Western Cape,Cape Town,7600,female,Unemployed,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,15,True,False,4
7749e2ec-ef59-11ef-a867-0242ac120003,18-29,ZA,Eastern Cape,Port Elizabeth,6205,female,Unemployed,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,5,False,False,2
3336946f-e4b1-11ef-b971-0242ac120002,30-39,ZA,Eastern Cape,Flagstaff,4810,female,Unemployed,xho,ZA,eastern_cape,Flagstaff,ZA,eastern_cape,Flagstaff,38,False,False,2
bbac3f4e-e534-11ef-b500-0242ac120002,18-29,ZA,Eastern Cape,East London,5209,male,Driver assistant,xho,ZA,eastern_cape,Butterworth,ZA,eastern_cape,Butterworth,1,False,False,9
b15957f1-f28a-11ef-bb32-0242ac120002,30-39,ZA,Eastern Cape,Motherwell,6001,male,Unemployed,xho,ZA,eastern_cape,Keiskammahoek,ZA,eastern_cape,King William's Town,2,False,False,3
30e3239b-f346-11ef-b893-0242ac120002,30-39,ZA,Gauteng,Johannesburg,2090,male,IT Trainer,xho,ZA,gauteng,Tembisa,ZA,gauteng,Tsomo,10,False,False,5
a979b038-ef59-11ef-a867-0242ac120003,18-29,ZA,Gauteng,Johannesburg,2188,female,Till operator,xho,ZA,eastern_cape,Mount Fletcher,ZA,eastern_cape,Cape Town,4,False,False,4
bd53bac2-ef57-11ef-a867-0242ac120003,30-39,ZA,Gauteng,Johannesburg,1818,female,Unemployed,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,17,False,False,9
b0310b46-f057-11ef-84c3-0242ac120003,30-39,ZA,Eastern Cape,Buffalo City,5601,female,Cashier,xho,ZA,eastern_cape,Bhisho,ZA,eastern_cape,King William's Town,31,False,False,2
a2bcaf3f-eea9-11ef-9a96-0242ac120002,30-39,ZA,Gauteng,Johannesburg,1449,female,Freelance Transcriber,xho,ZA,eastern_cape,Gqeberha,ZA,eastern_cape,Gqeberha,5,False,False,2
2d6fcb40-f2cf-11ef-b6ee-0242ac120003,40-49,ZA,Western Cape,Cape Town,7750,female,,xho,ZA,eastern_cape,Cala,ZA,western_cape,Cape Town,10,False,False,2
14edac2c-f058-11ef-84c3-0242ac120003,18-29,ZA,Eastern Cape,Keiskammahoek,5670,female,Unemployed,xho,ZA,eastern_cape,Keiskammahoek,ZA,eastern_cape,Keiskammahoek,22,False,False,2
59da558a-f4f3-11ef-ac4e-0242ac120005,30-39,ZA,Eastern Cape,East London,5247,female,student,xho,ZA,eastern_cape,Mdantsane,ZA,eastern_cape,King William's Town,7,False,False,6
ce7bab5b-f286-11ef-bb32-0242ac120002,18-29,ZA,Western Cape,Cape town,7784,female,Student,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,27,False,False,2
5c5b15a0-e7b7-11ef-9e0f-0242ac120002,18-29,ZA,Western Cape,Paarl,7626,female,Merchandiser,xho,ZA,eastern_cape,Lady Frere,ZA,eastern_cape,Lady Frere,8,False,False,3
ca6eb9b4-f2ce-11ef-b6ee-0242ac120003,18-29,ZA,Gauteng,Vereeniging,1969,female,Apprenticeship,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,2,False,False,3
b0017f2a-ef6f-11ef-84c3-0242ac120003,18-29,ZA,Eastern Cape,Port Elizabeth,6200,female,Unemployed,xho,ZA,eastern_cape,Indwe,ZA,eastern_cape,Indwe,8,False,False,3
d370ace5-0879-11f0-ae3c-0242ac120003,18-29,ZA,Gauteng,Johannesburg,1520,female,Freelancing,xho,ZA,eastern_cape,Matatiele,ZA,eastern_cape,Johannesburg,11,False,False,4
f113dbdc-f508-11ef-ac4e-0242ac120005,30-39,ZA,Eastern Cape,East London,5209,male,Salesperson,xho,ZA,eastern_cape,Umtata,ZA,eastern_cape,East London,3,False,False,2
1f6cc0eb-f341-11ef-b893-0242ac120002,30-39,ZA,Eastern Cape,Kidds Beach,5265,male,Proofreading and Transcribing,xho,ZA,kwazulu_natal,Lady Smith,ZA,kwazulu_natal,Queenstown,2,False,False,2
1fc9720a-1463-11f0-b3c5-0242ac120004,18-29,ZA,Eastern Cape,Butterworth,4960,male,Freelancer,xho,ZA,eastern_cape,Butterworth,ZA,eastern_cape,Butterworth,7,False,False,3
babfa2f6-f288-11ef-bb32-0242ac120002,30-39,ZA,Gauteng,Johannesburg,1818,female,Unemployed,xho,ZA,eastern_cape,Lusikisiki,ZA,eastern_cape,Lusikisiki,5,False,False,2
76c64327-1512-11f0-b3c5-0242ac120004,18-29,ZA,Eastern Cape,Bizana,4800,female,Student,xho,ZA,eastern_cape,Bizana,ZA,eastern_cape,Bizana,21,False,False,9
528b314a-f4d2-11ef-ac4e-0242ac120005,40-49,ZA,Gauteng,Johannesburg,2094,female,Artist,xho,ZA,eastern_cape,Willowvale,ZA,eastern_cape,Willowvale,5,False,False,5
9c8f83a9-fd75-11ef-a9a6-0242ac120003,40-49,ZA,Western Cape,Cape Town,7750,female,Baker,xho,ZA,eastern_cape,Queenstown,ZA,western_cape,Cape Town,35,True,False,4
a52e91cd-111c-11f0-9fdc-0242ac120004,40-49,ZA,Eastern Cape,Bizana,4800,female,Unemployed,xho,ZA,eastern_cape,Bizana,ZA,eastern_cape,Bizana,30,False,False,2
f8e378a7-f4d2-11ef-ac4e-0242ac120005,50-59,ZA,Western Cape,Cape Town,7354,male,unemployed,xho,ZA,eastern_cape,King Williams Town,ZA,eastern_cape,King Williams Town,5,False,False,7
ed53b0e5-fb1a-11ef-a9a6-0242ac120003,18-29,ZA,Eastern Cape,East London,5219,female,Unemployed,xho,ZA,eastern_cape,East London,ZA,eastern_cape,East London,7,False,False,2
85198c2e-f375-11ef-b429-0242ac120003,30-39,ZA,Eastern Cape,LadyFrere,5410,female,Self employed,xho,ZA,eastern_cape,LadyFrere,ZA,eastern_cape,LadyFrere,37,False,False,5
fd7d1fcd-0a06-11f0-a8a9-0242ac120003,30-39,ZA,Eastern Cape,Port Elizabeth,6211,female,,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,37,False,False,2
8964dfe3-f34d-11ef-b893-0242ac120002,18-29,ZA,Eastern Cape,LadyFrere,5410,female,Unemployed,xho,ZA,eastern_cape,LadyFrere,ZA,eastern_cape,LadyFrere,29,False,False,2
450c06ec-0b11-11f0-9047-0242ac120004,40-49,ZA,Eastern Cape,Mdantsane,5219,female,Unemployed,xho,ZA,eastern_cape,East London,ZA,eastern_cape,East London,8,False,False,2
9287e006-e7b7-11ef-9e0f-0242ac120002,18-29,ZA,Eastern Cape,Queenstown,5320,female,Unemployed,xho,ZA,eastern_cape,Queenstown,ZA,eastern_cape,Queenstown,20,False,False,6
c4b42acd-0dfb-11f0-9047-0242ac120004,30-39,ZA,Eastern Cape,Port Alfred,6166,female,Stay at home mom,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,5,False,False,4
980ffd0d-f4f2-11ef-ac4e-0242ac120005,18-29,ZA,Eastern Cape,Gqeberha,6001,female,Unemployed,xho,ZA,eastern_cape,Flagstaff,ZA,eastern_cape,Harding,7,False,False,2
d2ed64c7-137e-11f0-b3c5-0242ac120004,30-39,ZA,Eastern Cape,Mthatha,5099,male,Farmer,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,15,False,False,5
cde33783-13b9-11f0-b3c5-0242ac120004,40-49,ZA,Eastern Cape,Port Elizabeth,6230,female,Unemployment,xho,ZA,eastern_cape,Uitenhage,ZA,eastern_cape,Uitenhage,35,False,False,4
ae02ef01-f802-11ef-80da-0242ac120003,30-39,ZA,Western Cape,Worcester,6850,female,Nurse,xho,ZA,western_cape,Worcester,ZA,western_cape,Worcester,36,False,False,3
119ac14f-eed2-11ef-9a96-0242ac120002,30-39,ZA,Eastern Cape,Mthatha,5099,female,General worker,xho,ZA,eastern_cape,Ngcobo,ZA,eastern_cape,Ngcobo,10,False,False,2
8a4308dc-0dfc-11f0-9047-0242ac120004,18-29,ZA,Eastern Cape,Mthatha,5099,female,,xho,ZA,eastern_cape,Mount Fletcher,ZA,eastern_cape,Matatiele,5,False,False,5
a2e9d4a3-f800-11ef-bf9c-0242ac120002,30-39,ZA,Gauteng,Johannesburg,1520,female,Freelancer,xho,ZA,eastern_cape,Matatiele,ZA,gauteng,Johannesburg,25,False,False,3
1fed42cd-f4d3-11ef-ac4e-0242ac120005,30-39,ZA,Eastern Cape,Whittlesea,5360,female,Self employed,xho,ZA,eastern_cape,Queenstown,ZA,eastern_cape,Whittlesea,10,False,False,3
b522055d-13b9-11f0-b3c5-0242ac120004,60+,ZA,Eastern Cape,East London,5247,female,Retired Teacher,xho,ZA,eastern_cape,Mdantsane,ZA,eastern_cape,East London,22,False,False,4
9c1b9630-f59f-11ef-ac4e-0242ac120005,18-29,ZA,Gauteng,Brakpan,1546,female,Unemployed,xho,ZA,eastern_cape,Elliot,ZA,eastern_cape,Elliot,6,False,False,2
9dbe3240-151c-11f0-b3c5-0242ac120004,30-39,ZA,Eastern Cape,"Sidwell, Port Elizabeth",6001,female,Consultant,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,3,False,False,2
f879300d-087c-11f0-ae3c-0242ac120003,,ZA,Eastern Cape,King Williams Town,5608,female,Unemployed,xho,ZA,eastern_cape,King William's Town,ZA,eastern_cape,King William's Town,21,False,False,2
c70588e4-19d6-11f0-9933-0242ac120005,40-49,ZA,Eastern Cape,Port Elizabeth,6000,male,Controller,xho,ZA,eastern_cape,Umtata,ZA,eastern_cape,Umtata,2,False,False,2
f1c71c53-f5df-11ef-bf9c-0242ac120002,18-29,ZA,Gauteng,Pretoria,2,female,Unemployed,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,2,False,False,5
3a27cdaf-f43e-11ef-ac4e-0242ac120005,18-29,ZA,Gauteng,Johannesburg,2001,female,Unemployed,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,5,False,False,2
180ea73f-f59f-11ef-ac4e-0242ac120005,40-49,ZA,Gauteng,Johannesburg,1830,female,Unemployed,xho,ZA,eastern_cape,Libode,ZA,eastern_cape,Libode,1,False,False,2
78f76f05-18fc-11f0-8bbc-0242ac120005,18-29,ZA,Gauteng,Johannesburg,1732,male,Grass cutter,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Libode,10,False,False,2
32c2dbd9-137e-11f0-b3c5-0242ac120004,40-49,ZA,Gauteng,Tshwane,175,female,Accounts payable clerk,xho,ZA,gauteng,Johannesburg,ZA,eastern_cape,Queenstown,20,False,False,4
0736390b-e3c4-11ef-baa7-0242ac120004,30-39,ZA,Eastern Cape,NQAMAKWE,4990,female,Unemployed,xho,ZA,eastern_cape,Cofimvaba,ZA,eastern_cape,Tsomo,11,False,False,2
863c9105-e2d8-11ef-931f-0242ac120004,18-29,ZA,Western Cape,Cape Town,7784,male,Student,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,19,False,False,2
05c99f8a-f284-11ef-bb32-0242ac120002,30-39,ZA,Eastern Cape,King William's Town,5601,female,Unemployed,xho,ZA,eastern_cape,East London,ZA,eastern_cape,King William's Town,5,False,False,4
a92465d9-f289-11ef-bb32-0242ac120002,18-29,ZA,Free State,Odendaalsrus,9480,female,Student,xho,ZA,freestate,Welkom,ZA,freestate,Odendaalsrus,21,False,False,2
